complex_id	complex_name	protein_id
2625	CDK8-MED6-PARP1 complex	O75586
2625	CDK8-MED6-PARP1 complex	P09874
2626	CCNC-CDK8-MED1-MED6-MED7 xcomplex	P24863
2626	CCNC-CDK8-MED1-MED6-MED7 xcomplex	P49336
2626	CCNC-CDK8-MED1-MED6-MED7 xcomplex	Q15648
2626	CCNC-CDK8-MED1-MED6-MED7 xcomplex	O75586
2626	CCNC-CDK8-MED1-MED6-MED7 xcomplex	O43513
2628	CCNC-CDK3 complex	P24863
2628	CCNC-CDK3 complex	Q00526
263	R/M complex (RAD50-MRE11 complex)	P49959
263	R/M complex (RAD50-MRE11 complex)	Q92878
2635	BETA2-Cyclin D1 complex	P24385
2635	BETA2-Cyclin D1 complex	Q13562
2638	HES1 promoter corepressor complex	P50613
2638	HES1 promoter corepressor complex	Q92793
2638	HES1 promoter corepressor complex	Q09472
2638	HES1 promoter corepressor complex	P24928
2638	HES1 promoter corepressor complex	Q06330
2638	HES1 promoter corepressor complex	Q7KZ85
2639	HES1 promoter-Notch enhancer complex	O60563
2639	HES1 promoter-Notch enhancer complex	P50613
2639	HES1 promoter-Notch enhancer complex	P49336
2639	HES1 promoter-Notch enhancer complex	P50750
2639	HES1 promoter-Notch enhancer complex	Q09472
2639	HES1 promoter-Notch enhancer complex	Q92585
2639	HES1 promoter-Notch enhancer complex	Q15648
2639	HES1 promoter-Notch enhancer complex	P46531
2639	HES1 promoter-Notch enhancer complex	P24928
2639	HES1 promoter-Notch enhancer complex	Q06330
2639	HES1 promoter-Notch enhancer complex	Q9BT40
2639	HES1 promoter-Notch enhancer complex	Q9Y5B9
2639	HES1 promoter-Notch enhancer complex	Q7KZ85
264	R/M complex (RAD50-MRE11 complex)	P49959
264	R/M complex (RAD50-MRE11 complex)	Q92878
2641-1	p300/CBP-PCAF-MyoD complex-1	P15172
2641-1	p300/CBP-PCAF-MyoD complex-1	Q92831
2641-1	p300/CBP-PCAF-MyoD complex-1	Q92793
2641-2	p300/CBP-PCAF-MyoD complex-2	P15172
2641-2	p300/CBP-PCAF-MyoD complex-2	Q92831
2641-2	p300/CBP-PCAF-MyoD complex-2	Q09472
2642	SMAD1-P300 complex	Q09472
2642	SMAD1-P300 complex	Q15797
2649	MYC-DNMT3A-ZBTB17 complex	Q9Y6K1
2649	MYC-DNMT3A-ZBTB17 complex	P01106
2649	MYC-DNMT3A-ZBTB17 complex	Q13105
265	ATR-ATRIP complex	Q13535
265	ATR-ATRIP complex	Q8WXE1
2650	DNMT3B-DNMT3L complex	Q9UBC3
2650	DNMT3B-DNMT3L complex	Q9UJW3
2651	"DNMT3L-DNMT3A	complex"	Q9Y6K1
2651	"DNMT3L-DNMT3A	complex"	Q9UJW3
2653	MYC-MAX-BLOC1S1 complex	P78537
2653	MYC-MAX-BLOC1S1 complex	P61244
2653	MYC-MAX-BLOC1S1 complex	P01106
2655	MYC-MAX complex	P61244
2655	MYC-MAX complex	P01106
2657	ESR1-CDK7-CCNH-MNAT1-MTA1-HDAC2 complex	P51946
2657	ESR1-CDK7-CCNH-MNAT1-MTA1-HDAC2 complex	P50613
2657	ESR1-CDK7-CCNH-MNAT1-MTA1-HDAC2 complex	P03372
2657	ESR1-CDK7-CCNH-MNAT1-MTA1-HDAC2 complex	Q92769
2657	ESR1-CDK7-CCNH-MNAT1-MTA1-HDAC2 complex	P51948
2657	ESR1-CDK7-CCNH-MNAT1-MTA1-HDAC2 complex	Q13330
266	RAD17-RFC complex	O75943
266	RAD17-RFC complex	P35250
266	RAD17-RFC complex	P40938
266	RAD17-RFC complex	P35249
266	RAD17-RFC complex	P40937
2660	ERCC2/CAK complex	P51946
2660	ERCC2/CAK complex	P50613
2660	ERCC2/CAK complex	P18074
2660	ERCC2/CAK complex	P51948
267	Checkpoint 9-1-1 complex	O60921
267	Checkpoint 9-1-1 complex	O60671
267	Checkpoint 9-1-1 complex	Q99638
2670	Er-alpha-p53-hdm2 complex	P03372
2670	Er-alpha-p53-hdm2 complex	Q00987
2670	Er-alpha-p53-hdm2 complex	P04637
2678	FOXO3-TP53 complex, oxidative stress stimulated	O43524
2678	FOXO3-TP53 complex, oxidative stress stimulated	P04637
2679	p53-SP1 complex	P08047
2679	p53-SP1 complex	P04637
268	Checkpoint Rad complex	O60921
268	Checkpoint Rad complex	O60671
268	Checkpoint Rad complex	O75943
268	Checkpoint Rad complex	Q99638
268	Checkpoint Rad complex	P35250
268	Checkpoint Rad complex	P40938
268	Checkpoint Rad complex	P35249
268	Checkpoint Rad complex	P40937
2681	p53 homotetramer complex	P04637
2685	RNA polymerase II (RNAPII)	Q9Y5B0
2685	RNA polymerase II (RNAPII)	Q00403
2685	RNA polymerase II (RNAPII)	P35269
2685	RNA polymerase II (RNAPII)	P13984
2685	RNA polymerase II (RNAPII)	P24928
2685	RNA polymerase II (RNAPII)	P30876
2685	RNA polymerase II (RNAPII)	P19387
2685	RNA polymerase II (RNAPII)	O15514
2685	RNA polymerase II (RNAPII)	P19388
2685	RNA polymerase II (RNAPII)	P61218
2685	RNA polymerase II (RNAPII)	P62487
2685	RNA polymerase II (RNAPII)	P52434
2685	RNA polymerase II (RNAPII)	P36954
2685	RNA polymerase II (RNAPII)	P52435
2685	RNA polymerase II (RNAPII)	P53803
2685	RNA polymerase II (RNAPII)	P62875
2685	RNA polymerase II (RNAPII)	Q9BWH6
2686	BRCA1-core RNA polymerase II complex	P38398
2686	BRCA1-core RNA polymerase II complex	P24928
2686	BRCA1-core RNA polymerase II complex	P30876
2686	BRCA1-core RNA polymerase II complex	P19387
2686	BRCA1-core RNA polymerase II complex	O15514
2686	BRCA1-core RNA polymerase II complex	P19388
2686	BRCA1-core RNA polymerase II complex	P61218
2686	BRCA1-core RNA polymerase II complex	P62487
2686	BRCA1-core RNA polymerase II complex	P52434
2686	BRCA1-core RNA polymerase II complex	P36954
2686	BRCA1-core RNA polymerase II complex	P52435
2686	BRCA1-core RNA polymerase II complex	P53803
2686	BRCA1-core RNA polymerase II complex	P62875
2688	MT1-MMP-claudin-1 complex	O95832
2688	MT1-MMP-claudin-1 complex	P50281
2692	SMAD3-SMAD4-cJun-cFos complex	P01100
2692	SMAD3-SMAD4-cJun-cFos complex	P05412
2692	SMAD3-SMAD4-cJun-cFos complex	P84022
2692	SMAD3-SMAD4-cJun-cFos complex	Q13485
2693	NFAT-JUN-FOS DNA-protein complex	P01100
2693	NFAT-JUN-FOS DNA-protein complex	P05412
2693	NFAT-JUN-FOS DNA-protein complex	Q13469
2694	ERG-JUN-FOS DNA-protein complex	P11308
2694	ERG-JUN-FOS DNA-protein complex	P01100
2694	ERG-JUN-FOS DNA-protein complex	P05412
2695	ETS2-FOS-JUN complex	P15036
2695	ETS2-FOS-JUN complex	P01100
2695	ETS2-FOS-JUN complex	P05412
2699	ER-alpha-GRIP1-c-Jun complex	P03372
2699	ER-alpha-GRIP1-c-Jun complex	Q9Y3R0
2699	ER-alpha-GRIP1-c-Jun complex	P05412
27	Arp2/3 protein complex	P61160
27	Arp2/3 protein complex	P61158
27	Arp2/3 protein complex	O15143
27	Arp2/3 protein complex	O15144
27	Arp2/3 protein complex	O15145
27	Arp2/3 protein complex	P59998
27	Arp2/3 protein complex	O15511
270	RAD17-RFC complex	O75943
270	RAD17-RFC complex	P35250
270	RAD17-RFC complex	P40938
270	RAD17-RFC complex	P35249
270	RAD17-RFC complex	P40937
2700	ER-alpha-c-Jun complex	P03372
2700	ER-alpha-c-Jun complex	P05412
2704	Ectodermin-SMAD4 complex	Q13485
2704	Ectodermin-SMAD4 complex	Q9UPN9
2705	SMAD3-SMAD4-CTCF protein-DNA complex	P49711
2705	SMAD3-SMAD4-CTCF protein-DNA complex	P84022
2705	SMAD3-SMAD4-CTCF protein-DNA complex	Q13485
2706	SMAD3-SMAD4-SP1 complex	P84022
2706	SMAD3-SMAD4-SP1 complex	Q13485
2706	SMAD3-SMAD4-SP1 complex	P08047
2707	SMAD3-SMAD4-FOXO3-FOXG1 complex	P55316
2707	SMAD3-SMAD4-FOXO3-FOXG1 complex	O43524
2707	SMAD3-SMAD4-FOXO3-FOXG1 complex	P84022
2707	SMAD3-SMAD4-FOXO3-FOXG1 complex	Q13485
2708	SMAD3-SMAD4-cJUN complex	P05412
2708	SMAD3-SMAD4-cJUN complex	P84022
2708	SMAD3-SMAD4-cJUN complex	Q13485
2709	MMP-9-TIMP-1-LRP complex	Q07954
2709	MMP-9-TIMP-1-LRP complex	P14780
2709	MMP-9-TIMP-1-LRP complex	P01033
271	Checkpoint 9-1-1 complex	O60921
271	Checkpoint 9-1-1 complex	O60671
271	Checkpoint 9-1-1 complex	Q99638
2710	LRP-1-Alpha-2-M-annexin VI complex	P01023
2710	LRP-1-Alpha-2-M-annexin VI complex	P08133
2710	LRP-1-Alpha-2-M-annexin VI complex	Q07954
2711	Amyloid beta protein oligomer	P05067
2714	Ubiquitin E3 ligase (CHEK1, CUL1)	O14757
2714	Ubiquitin E3 ligase (CHEK1, CUL1)	Q13616
2715	Ubiquitin E3 ligase (CSN1, CSN8, HRT1, SKP1, SKP2, CUL1, CUL2, CUL3)	Q99627
2715	Ubiquitin E3 ligase (CSN1, CSN8, HRT1, SKP1, SKP2, CUL1, CUL2, CUL3)	Q13616
2715	Ubiquitin E3 ligase (CSN1, CSN8, HRT1, SKP1, SKP2, CUL1, CUL2, CUL3)	Q13617
2715	Ubiquitin E3 ligase (CSN1, CSN8, HRT1, SKP1, SKP2, CUL1, CUL2, CUL3)	Q13618
2715	Ubiquitin E3 ligase (CSN1, CSN8, HRT1, SKP1, SKP2, CUL1, CUL2, CUL3)	Q13098
2715	Ubiquitin E3 ligase (CSN1, CSN8, HRT1, SKP1, SKP2, CUL1, CUL2, CUL3)	P62877
2715	Ubiquitin E3 ligase (CSN1, CSN8, HRT1, SKP1, SKP2, CUL1, CUL2, CUL3)	P63208
2715	Ubiquitin E3 ligase (CSN1, CSN8, HRT1, SKP1, SKP2, CUL1, CUL2, CUL3)	Q13309
2716	Elongator core complex	Q6IA86
2716	Elongator core complex	Q9H9T3
2716	Elongator core complex	O95163
2717	Ubiquitin E3 ligase (TRIM25, DDX58)	O95786
2717	Ubiquitin E3 ligase (TRIM25, DDX58)	Q14258
2718	MAD2-CDC20 complex	Q12834
2718	MAD2-CDC20 complex	Q13257
2719	Casein kinase II-HMG1 complex	P68400
2719	Casein kinase II-HMG1 complex	P19784
2719	Casein kinase II-HMG1 complex	P67870
2719	Casein kinase II-HMG1 complex	P09429
2720	Casein kinase II complex	P68400
2720	Casein kinase II complex	P19784
2720	Casein kinase II complex	P67870
2721-1	HCF-1 complex-1	Q9UBL3
2721-1	HCF-1 complex-1	P51610
2721-1	HCF-1 complex-1	Q13547
2721-1	HCF-1 complex-1	Q92769
2721-1	HCF-1 complex-1	P34932
2721-1	HCF-1 complex-1	P11021
2721-1	HCF-1 complex-1	P11142
2721-1	HCF-1 complex-1	O15294
2721-1	HCF-1 complex-1	Q09028
2721-1	HCF-1 complex-1	Q16576
2721-1	HCF-1 complex-1	O75446
2721-1	HCF-1 complex-1	O15047
2721-1	HCF-1 complex-1	Q96ST3
2721-1	HCF-1 complex-1	O75182
2721-1	HCF-1 complex-1	P08047
2721-1	HCF-1 complex-1	Q9H7L9
2721-1	HCF-1 complex-1	P61964
2721-1	HCF-1 complex-1	P07900
2721-2	HCF-1 complex-2	Q9UBL3
2721-2	HCF-1 complex-2	P51610
2721-2	HCF-1 complex-2	Q13547
2721-2	HCF-1 complex-2	Q92769
2721-2	HCF-1 complex-2	P34932
2721-2	HCF-1 complex-2	P11021
2721-2	HCF-1 complex-2	P11142
2721-2	HCF-1 complex-2	O15294
2721-2	HCF-1 complex-2	Q09028
2721-2	HCF-1 complex-2	Q16576
2721-2	HCF-1 complex-2	O75446
2721-2	HCF-1 complex-2	O15047
2721-2	HCF-1 complex-2	Q96ST3
2721-2	HCF-1 complex-2	O75182
2721-2	HCF-1 complex-2	P08047
2721-2	HCF-1 complex-2	Q9H7L9
2721-2	HCF-1 complex-2	P61964
2721-2	HCF-1 complex-2	P08238
2722	Ubiquitin E3 ligase (DDB1, CUL4A, RBX1)	Q13619
2722	Ubiquitin E3 ligase (DDB1, CUL4A, RBX1)	Q16531
2722	Ubiquitin E3 ligase (DDB1, CUL4A, RBX1)	P62877
2723	ATM-NBS1 complex	Q13315
2723	ATM-NBS1 complex	O60934
2724	Ubiquitin E3 ligase (NFKBIA, BTRC, CUL1, SKP1A)	Q9Y297
2724	Ubiquitin E3 ligase (NFKBIA, BTRC, CUL1, SKP1A)	Q13616
2724	Ubiquitin E3 ligase (NFKBIA, BTRC, CUL1, SKP1A)	P25963
2724	Ubiquitin E3 ligase (NFKBIA, BTRC, CUL1, SKP1A)	P63208
2725	Ubiquitin E3 ligase (NFKBIA, FBXW11, CUL1, SKP1A)	Q13616
2725	Ubiquitin E3 ligase (NFKBIA, FBXW11, CUL1, SKP1A)	Q9UKB1
2725	Ubiquitin E3 ligase (NFKBIA, FBXW11, CUL1, SKP1A)	P25963
2725	Ubiquitin E3 ligase (NFKBIA, FBXW11, CUL1, SKP1A)	P63208
2726	PXN-ITGB5-PTK2 complex	P18084
2726	PXN-ITGB5-PTK2 complex	Q05397
2726	PXN-ITGB5-PTK2 complex	P49023
2727	SRC-3 complex	O15111
2727	SRC-3 complex	Q92793
2727	SRC-3 complex	O14920
2727	SRC-3 complex	Q9Y6K9
2727	SRC-3 complex	Q15596
2727	SRC-3 complex	Q9Y6Q9
2727	SRC-3 complex	P10155
2728	SRC-1 complex	Q92793
2728	SRC-1 complex	Q15788
2728	SRC-1 complex	Q15596
2728	SRC-1 complex	P10155
2730	Set1B complex	Q9UBL3
2730	Set1B complex	Q8ND76
2730	Set1B complex	Q15291
2730	Set1B complex	Q9UPS6
2730	Set1B complex	P61964
2730	Set1B complex	Q6UXN9
2731	Set1A complex	Q9UBL3
2731	Set1A complex	Q8ND76
2731	Set1A complex	Q15291
2731	Set1A complex	O15047
2731	Set1A complex	P61964
2731	Set1A complex	Q6UXN9
2734	APH1A-PSEN1-NCSTN complex	Q96BI3
2734	APH1A-PSEN1-NCSTN complex	Q92542
2734	APH1A-PSEN1-NCSTN complex	P49768
2735	APH1A-PSEN2-NCSTN complex	Q96BI3
2735	APH1A-PSEN2-NCSTN complex	Q92542
2735	APH1A-PSEN2-NCSTN complex	P49810
2736	TAJ-NgR1-LINGO-1 signaling complex	Q96FE5
2736	TAJ-NgR1-LINGO-1 signaling complex	Q9BZR6
2736	TAJ-NgR1-LINGO-1 signaling complex	Q9NS68
2738	BLM complex II	P54132
2738	BLM complex II	Q9H9A7
2738	BLM complex II	P27694
2738	BLM complex II	P15927
2738	BLM complex II	P35244
2738	BLM complex II	Q13472
2739	FA complex (Fanconi anemia complex)	P54132
2739	FA complex (Fanconi anemia complex)	O15360
2739	FA complex (Fanconi anemia complex)	Q8NB91
2739	FA complex (Fanconi anemia complex)	Q00597
2739	FA complex (Fanconi anemia complex)	Q9HB96
2739	FA complex (Fanconi anemia complex)	Q9NPI8
2739	FA complex (Fanconi anemia complex)	O15287
2739	FA complex (Fanconi anemia complex)	Q9NW38
2739	FA complex (Fanconi anemia complex)	Q9H9A7
2739	FA complex (Fanconi anemia complex)	P27694
2739	FA complex (Fanconi anemia complex)	Q13472
274	RAD17-RFC-9-1-1 checkpoint supercomplex	O60921
274	RAD17-RFC-9-1-1 checkpoint supercomplex	O60671
274	RAD17-RFC-9-1-1 checkpoint supercomplex	O75943
274	RAD17-RFC-9-1-1 checkpoint supercomplex	Q99638
274	RAD17-RFC-9-1-1 checkpoint supercomplex	P35250
274	RAD17-RFC-9-1-1 checkpoint supercomplex	P40938
274	RAD17-RFC-9-1-1 checkpoint supercomplex	P35249
274	RAD17-RFC-9-1-1 checkpoint supercomplex	P40937
2740	MutS-alpha complex	P43246
2740	MutS-alpha complex	P52701
2743	TRAF6-MALT1 complex	Q9UDY8
2743	TRAF6-MALT1 complex	Q9Y4K3
2744	TRAF2-MALT1 complex	Q9UDY8
2744	TRAF2-MALT1 complex	Q12933
2745	Ubiquitin ligase complex (TRAF6, TAB2, MALT1, UEV1A, BCL10)	O95999
2745	Ubiquitin ligase complex (TRAF6, TAB2, MALT1, UEV1A, BCL10)	Q9UDY8
2745	Ubiquitin ligase complex (TRAF6, TAB2, MALT1, UEV1A, BCL10)	Q9NYJ8
2745	Ubiquitin ligase complex (TRAF6, TAB2, MALT1, UEV1A, BCL10)	Q9Y4K3
2745	Ubiquitin ligase complex (TRAF6, TAB2, MALT1, UEV1A, BCL10)	Q13404
2748	Ubiquitin-protein ligase (UBE2N, UBE2V2/MMS2)	P61088
2748	Ubiquitin-protein ligase (UBE2N, UBE2V2/MMS2)	Q13404
2749	SETDB1-containing HMTase complex	Q6VMQ6
2749	SETDB1-containing HMTase complex	Q15047
275	Checkpoint 9-1-1 complex	O60921
275	Checkpoint 9-1-1 complex	O60671
275	Checkpoint 9-1-1 complex	Q99638
2752	CARMA1-BCL10-MALT1 complex	O95999
2752	CARMA1-BCL10-MALT1 complex	Q9BXL7
2752	CARMA1-BCL10-MALT1 complex	Q9UDY8
2753	FYB-CARMA1-BCL-10-MALT1 complex	O95999
2753	FYB-CARMA1-BCL-10-MALT1 complex	Q9BXL7
2753	FYB-CARMA1-BCL-10-MALT1 complex	O15117
2753	FYB-CARMA1-BCL-10-MALT1 complex	Q9UDY8
2754	JUND-FOSB-SMAD3-SMAD4 complex	P53539
2754	JUND-FOSB-SMAD3-SMAD4 complex	P17535
2754	JUND-FOSB-SMAD3-SMAD4 complex	P84022
2754	JUND-FOSB-SMAD3-SMAD4 complex	Q13485
2755	17S U2 snRNP	Q8IWX8
2755	17S U2 snRNP	Q7L014
2755	17S U2 snRNP	O43143
2755	17S U2 snRNP	O75937
2755	17S U2 snRNP	Q9P0W2
2755	17S U2 snRNP	P10809
2755	17S U2 snRNP	Q7RTV0
2755	17S U2 snRNP	Q9UHX1
2755	17S U2 snRNP	Q96I25
2755	17S U2 snRNP	Q15459
2755	17S U2 snRNP	Q15428
2755	17S U2 snRNP	Q12874
2755	17S U2 snRNP	O75533
2755	17S U2 snRNP	Q9Y3B4
2755	17S U2 snRNP	Q13435
2755	17S U2 snRNP	Q15393
2755	17S U2 snRNP	Q15427
2755	17S U2 snRNP	Q9BWJ5
2755	17S U2 snRNP	Q07955
2755	17S U2 snRNP	O75940
2755	17S U2 snRNP	P09661
2755	17S U2 snRNP	P14678
2755	17S U2 snRNP	P08579
2755	17S U2 snRNP	P62314
2755	17S U2 snRNP	P62316
2755	17S U2 snRNP	P62318
2755	17S U2 snRNP	P62304
2755	17S U2 snRNP	P62306
2755	17S U2 snRNP	P62308
2755	17S U2 snRNP	O15042
2755	17S U2 snRNP	Q12931
2755	17S U2 snRNP	Q01081
2755	17S U2 snRNP	P26368
2756	Ubiquitin-protein-ligase (UBE2N, UBE2V2/MMS2)	P61088
2756	Ubiquitin-protein-ligase (UBE2N, UBE2V2/MMS2)	Q15819
2757	SMN complex, U7 snRNA specific	Q969L4
2757	SMN complex, U7 snRNA specific	P83369
2757	SMN complex, U7 snRNA specific	P14678
2757	SMN complex, U7 snRNA specific	P62318
2757	SMN complex, U7 snRNA specific	P62304
2757	SMN complex, U7 snRNA specific	P62306
2757	SMN complex, U7 snRNA specific	P62308
2758	TRIKA2 protein kinase complex (TAK1, TAB1, TAB2)	Q15750
2758	TRIKA2 protein kinase complex (TAK1, TAB1, TAB2)	Q9NYJ8
2758	TRIKA2 protein kinase complex (TAK1, TAB1, TAB2)	Q9NZ70
2759	MBD1-MCAF complex	Q6VMQ6
2759	MBD1-MCAF complex	Q9UIS9
276	Checkpoint 9-1-1 complex	O60921
276	Checkpoint 9-1-1 complex	O60671
276	Checkpoint 9-1-1 complex	Q99638
2760	SMAD3-SMAD4-FOXO3 complex	O43524
2760	SMAD3-SMAD4-FOXO3 complex	P84022
2760	SMAD3-SMAD4-FOXO3 complex	Q13485
2761	SMAD3-SMAD4-FOXO1 complex	Q12778
2761	SMAD3-SMAD4-FOXO1 complex	P84022
2761	SMAD3-SMAD4-FOXO1 complex	Q13485
2762	SMAD3-SMAD4-FOXO4 complex	P98177
2762	SMAD3-SMAD4-FOXO4 complex	P84022
2762	SMAD3-SMAD4-FOXO4 complex	Q13485
2763	MBD1-Suv39h1-HP1 complex	P45973
2763	MBD1-Suv39h1-HP1 complex	Q9UIS9
2763	MBD1-Suv39h1-HP1 complex	O43463
2764	PRMT5 complex	O14744
2765	PRMT1 complex	Q99873
2766	TERF2-RAP1 complex	P49959
2766	TERF2-RAP1 complex	Q92878
2766	TERF2-RAP1 complex	Q15554
2766	TERF2-RAP1 complex	Q9NYB0
2766	TERF2-RAP1 complex	Q9BSI4
2766	TERF2-RAP1 complex	P13010
2766	TERF2-RAP1 complex	P12956
2767	RAD50-MRE11-NBN-p200-p350 complex	P49959
2767	RAD50-MRE11-NBN-p200-p350 complex	O60934
2767	RAD50-MRE11-NBN-p200-p350 complex	Q92878
277	RFC complex	P35251
277	RFC complex	P35250
277	RFC complex	P40938
277	RFC complex	P35249
277	RFC complex	P40937
2770	ITGA6-ITGB4-CD9 complex	P21926
2770	ITGA6-ITGB4-CD9 complex	P23229
2770	ITGA6-ITGB4-CD9 complex	P16144
2772	Ubiquitin E3 ligase (CRY1, SKP1A, CUL1, FBXL3)	Q16526
2772	Ubiquitin E3 ligase (CRY1, SKP1A, CUL1, FBXL3)	Q13616
2772	Ubiquitin E3 ligase (CRY1, SKP1A, CUL1, FBXL3)	Q9UKT7
2772	Ubiquitin E3 ligase (CRY1, SKP1A, CUL1, FBXL3)	P63208
2773	Ubiquitin E3 ligase (CRY2, SKP1A, CUL1, FBXL3)	Q49AN0
2773	Ubiquitin E3 ligase (CRY2, SKP1A, CUL1, FBXL3)	Q13616
2773	Ubiquitin E3 ligase (CRY2, SKP1A, CUL1, FBXL3)	Q9UKT7
2773	Ubiquitin E3 ligase (CRY2, SKP1A, CUL1, FBXL3)	P63208
2774	MDC1-H2AFX-TP53BP1 complex	P16104
2774	MDC1-H2AFX-TP53BP1 complex	Q14676
2774	MDC1-H2AFX-TP53BP1 complex	Q12888
2775	MDC1-p53BP1-SMC1 complex	Q14676
2775	MDC1-p53BP1-SMC1 complex	Q14683
2775	MDC1-p53BP1-SMC1 complex	Q12888
2776	RAD50-BRCA1 complex	P38398
2776	RAD50-BRCA1 complex	Q92878
278	RFC core complex	P35250
278	RFC core complex	P35249
278	RFC core complex	P40937
2783	BARD1-BRCA1-CSTF64 complex	Q99728
2783	BARD1-BRCA1-CSTF64 complex	P38398
2783	BARD1-BRCA1-CSTF64 complex	P33240
2786	BRCA1 A complex	Q99728
2786	BRCA1 A complex	P38398
2786	BRCA1 A complex	Q6UWZ7
2786	BRCA1 A complex	Q96RL1
2787	BRCA1 C complex	Q99728
2787	BRCA1 C complex	P38398
2787	BRCA1 C complex	Q99708
2787	BRCA1 C complex	Q96RL1
2788	BRCA1 B complex	O14867
2788	BRCA1 B complex	Q99728
2788	BRCA1 B complex	P38398
2789	ETS2-ERG complex	P11308
2789	ETS2-ERG complex	P15036
279	RFC complex (activator A 1 complex)	P35251
279	RFC complex (activator A 1 complex)	P35250
279	RFC complex (activator A 1 complex)	P40938
279	RFC complex (activator A 1 complex)	P35249
279	RFC complex (activator A 1 complex)	P40937
2790	ETS2-ETS1 complex	P14921
2790	ETS2-ETS1 complex	P15036
2791	MCM4-MCM6-MCM7 complex	P33991
2791	MCM4-MCM6-MCM7 complex	Q14566
2791	MCM4-MCM6-MCM7 complex	P33993
2792	MCM2-MCM4-MCM6-MCM7 complex	P49736
2792	MCM2-MCM4-MCM6-MCM7 complex	P33991
2792	MCM2-MCM4-MCM6-MCM7 complex	Q14566
2792	MCM2-MCM4-MCM6-MCM7 complex	P33993
2797	PCNA-CHL12-RFC2-5 complex	Q8WVB6
2797	PCNA-CHL12-RFC2-5 complex	P12004
2797	PCNA-CHL12-RFC2-5 complex	P35250
2797	PCNA-CHL12-RFC2-5 complex	P40938
2797	PCNA-CHL12-RFC2-5 complex	P35249
2797	PCNA-CHL12-RFC2-5 complex	P40937
2798	MMP-2-claudin-1 complex	O95832
2798	MMP-2-claudin-1 complex	P08253
2799	RFC complex	P35251
2799	RFC complex	P35250
2799	RFC complex	P40938
2799	RFC complex	P35249
2799	RFC complex	P40937
280	HMGB1-HMGB2-HSC70-ERP60-GAPDH complex	P04406
280	HMGB1-HMGB2-HSC70-ERP60-GAPDH complex	P09429
280	HMGB1-HMGB2-HSC70-ERP60-GAPDH complex	P26583
280	HMGB1-HMGB2-HSC70-ERP60-GAPDH complex	P11142
280	HMGB1-HMGB2-HSC70-ERP60-GAPDH complex	P30101
2801	OCT4-SOX2 DNA-protein complex	Q01860
2801	OCT4-SOX2 DNA-protein complex	P48431
2802	OCT1-SOX2 DNA-protein complex	P14859
2802	OCT1-SOX2 DNA-protein complex	P48431
2803	PAX6-SOX2 DNA-protein complex	P26367
2803	PAX6-SOX2 DNA-protein complex	P48431
2804	CTF18-cohesion-RFC complex	Q8WVB6
2804	CTF18-cohesion-RFC complex	Q8WV66
2804	CTF18-cohesion-RFC complex	Q9BVC3
2804	CTF18-cohesion-RFC complex	P35250
2804	CTF18-cohesion-RFC complex	P40938
2804	CTF18-cohesion-RFC complex	P35249
2804	CTF18-cohesion-RFC complex	P40937
2805	CTF8-DCC1 subcomplex	Q8WV66
2805	CTF8-DCC1 subcomplex	Q9BVC3
2806	CTF8-CTF18-DCC1 subcomplex	Q8WVB6
2806	CTF8-CTF18-DCC1 subcomplex	Q8WV66
2806	CTF8-CTF18-DCC1 subcomplex	Q9BVC3
2808	RAD9-RAD1-HUS1-APE1 complex	P27695
2808	RAD9-RAD1-HUS1-APE1 complex	O60921
2808	RAD9-RAD1-HUS1-APE1 complex	O60671
2808	RAD9-RAD1-HUS1-APE1 complex	Q99638
2809	9-1-1 complex	O60921
2809	9-1-1 complex	O60671
2809	9-1-1 complex	Q99638
281	NELF complex (Negative elongation factor complex)	Q8WX92
281	NELF complex (Negative elongation factor complex)	P18615
281	NELF complex (Negative elongation factor complex)	Q8IXH7
281	NELF complex (Negative elongation factor complex)	Q9H3P2
2810	Rad17-RFC complex	O75943
2810	Rad17-RFC complex	P35250
2810	Rad17-RFC complex	P40938
2810	Rad17-RFC complex	P35249
2810	Rad17-RFC complex	P40937
2811	BRCA1-cABL complex	P00519
2811	BRCA1-cABL complex	P38398
2812	RPAP1-RPB2-RPB3 complex	P30876
2812	RPAP1-RPB2-RPB3 complex	P19387
2812	RPAP1-RPB2-RPB3 complex	Q9BWH6
2813	BRCA1-SMAD3 complex	P38398
2813	BRCA1-SMAD3 complex	P84022
2814	BRCA1-HDAC1-HDAC2 complex	P38398
2814	BRCA1-HDAC1-HDAC2 complex	Q13547
2814	BRCA1-HDAC1-HDAC2 complex	Q92769
2815	BRCA1-BARD1-BACH1-DNA damage complex II	O14867
2815	BRCA1-BARD1-BACH1-DNA damage complex II	Q99728
2815	BRCA1-BARD1-BACH1-DNA damage complex II	P38398
2815	BRCA1-BARD1-BACH1-DNA damage complex II	P49959
2815	BRCA1-BARD1-BACH1-DNA damage complex II	O60934
2815	BRCA1-BARD1-BACH1-DNA damage complex II	Q92878
2815	BRCA1-BARD1-BACH1-DNA damage complex II	Q99708
2815	BRCA1-BARD1-BACH1-DNA damage complex II	Q92547
2816	ITGAV-ITGB3 complex	P06756
2816	ITGAV-ITGB3 complex	P05106
2817	BRCA1-BARD1-BACH1-DNA damage complex I	O14867
2817	BRCA1-BARD1-BACH1-DNA damage complex I	Q99728
2817	BRCA1-BARD1-BACH1-DNA damage complex I	P38398
